,,,,,"This page is auto-generated, do not touch!
1. Hide Column E
2. Update the required versions in the Version Lookup page
3. Filter column A by ""yes""
4. Copy columns B - N to the FAS",,,,,,,
,Leaf and Sub-Leaf,,,hide,CPUID Field,,,,,,Virtualization,
Applicable for Selected Versions,Leaf,Sub-Leaf From,Sub-Leaf To,Header,Reg.,MSB,LSB,Field Size,Field Name,Configuration Details,Bit or Field Virtualization Type,Virtualization Details
yes,0x6,N/A,N/A,Field,EAX,19,19,1,HW_FEEDBACK,,#VE,
yes,0x6,N/A,N/A,Field,EAX,20,20,1,Voting Rights (new in GLC?),,#VE,
yes,0x6,N/A,N/A,Field,EAX,21,21,1,HWP Thread Info,,#VE,
yes,0x6,N/A,N/A,Field,EAX,22,22,1,Reserved_22,,#VE,
yes,0x6,N/A,N/A,Field,EAX,23,23,1,Intel Thread Director supported,,#VE,
yes,0x6,N/A,N/A,Field,EAX,31,24,8,Reserved_31_24,,#VE,
yes,0x6,N/A,N/A,Field,EBX,3,0,4,Interrupt Thresholds,,#VE,
yes,0x6,N/A,N/A,Field,EBX,31,4,28,Reserved,,#VE,
yes,0x6,N/A,N/A,Field,ECX,0,0,1,Hardware Coordination Feedback,,#VE,
yes,0x6,N/A,N/A,Field,ECX,1,1,1,ACNT2,,#VE,
yes,0x6,N/A,N/A,Field,ECX,2,2,1,Reserved_2,,#VE,
yes,0x6,N/A,N/A,Field,ECX,3,3,1,Performance-Energy Bias,,#VE,
yes,0x6,N/A,N/A,Field,ECX,31,4,28,Reserved_31_4,,#VE,
yes,0x6,N/A,N/A,Field,EDX,7,0,8,Supported Capabilities bitmap,,#VE,
yes,0x6,N/A,N/A,Field,EDX,11,8,4,HW Feedback Table size,,#VE,
yes,0x6,N/A,N/A,Field,EDX,15,12,4,Reserved,,#VE,
yes,0x6,N/A,N/A,Field,EDX,31,16,16,HW Feedback Table Indication,,#VE,
yes,0x7,0x0,0x0,Sub-Leaf,,,,,Leaf 0x7 / Sub-Leaf 0x0,,,
yes,0x7,0x0,0x0,Field,EAX,31,0,32,Max Sub-Leaves,,Fixed,0x2
yes,0x7,0x0,0x0,Field,EBX,0,0,1,FSGSBASE,,Fixed,0x1
yes,0x7,0x0,0x0,Field,EBX,1,1,1,IA32_TSC_ADJUST,,Fixed,0x0
yes,0x7,0x0,0x0,Field,EBX,2,2,1,SGX,,Fixed,0x0
yes,0x7,0x0,0x0,Field,EBX,3,3,1,BMI1,TD_PARAMS.CPUID_CONFIG,Configured & Native,
yes,0x7,0x0,0x0,Field,EBX,4,4,1,HLE,TD_PARAMS.CPUID_CONFIG,Configured & Native,
yes,0x7,0x0,0x0,Field,EBX,5,5,1,AVX2,TD_PARAMS.XFAM,XFAM & Native,XFAM[2]
yes,0x7,0x0,0x0,Field,EBX,6,6,1,FDP_EXCPTN_ONLY,,Fixed,0x1
yes,0x7,0x0,0x0,Field,EBX,7,7,1,SMEP,,Fixed,0x1
yes,0x7,0x0,0x0,Field,EBX,8,8,1,BMI2,TD_PARAMS.CPUID_CONFIG,Configured & Native,
yes,0x7,0x0,0x0,Field,EBX,9,9,1,Enhanced REP MOVSB/STOSB,TD_PARAMS.CPUID_CONFIG,Configured & Native,
yes,0x7,0x0,0x0,Field,EBX,10,10,1,INVPCID,,Fixed,0x1
yes,0x7,0x0,0x0,Field,EBX,11,11,1,RTM,TD_PARAMS.CPUID_CONFIG,Configured & Native,
yes,0x7,0x0,0x0,Field,EBX,12,12,1,PQM,TD_PARAMS.CPUID_CONFIG,Configured & Native,
yes,0x7,0x0,0x0,Field,EBX,13,13,1,FCS/FDS Deprecation,,Fixed,0x1
yes,0x7,0x0,0x0,Field,EBX,14,14,1,MPX,,Fixed,0x0
yes,0x7,0x0,0x0,Field,EBX,15,15,1,Cache QoS Enforcement,TD_PARAMS.CPUID_CONFIG,Configured & Native,
yes,0x7,0x0,0x0,Field,EBX,16,16,1,AVX512F,"TD_PARAMS.XFAM, TD_PARAMS.CPUID_CONFIG",XFAM & Configured & Native,XFAM[7:5]
yes,0x7,0x0,0x0,Field,EBX,17,17,1,AVX512DQ,"TD_PARAMS.XFAM, TD_PARAMS.CPUID_CONFIG",XFAM & Configured & Native,XFAM[7:5]
yes,0x7,0x0,0x0,Field,EBX,18,18,1,RDSEED,,Fixed,0x1
yes,0x7,0x0,0x0,Field,EBX,19,19,1,ADCX/ADOX,TD_PARAMS.XFAM,Configured & Native,
yes,0x7,0x0,0x0,Field,EBX,20,20,1,SMAP/CLAC/STAC,,Fixed,0x1
yes,0x7,0x0,0x0,Field,EBX,21,21,1,AVX512_IFMA,"TD_PARAMS.XFAM, TD_PARAMS.CPUID_CONFIG",XFAM & Configured & Native,XFAM[7:5]
yes,0x7,0x0,0x0,Field,EBX,22,22,1,PCOMMIT,,Fixed,0x0
